AuthorTag,Author
AADU,"#Name Stephane Coulon #Affiliation The Scripps Research Institute, Department of Molecular Biology, 10550 North Torrey Pines Road, La Jolla, CA 92037, USA. #Name Jean-Yves Metais #Name Martine Chartier #Name Jean-Paul Briand #Name Daniel Baty #Reference 15568679"
AADV,"#Name Michael Stefanidakis #Affiliation Department of Biosciences, Division of Biochemistry, Viikinkaari 5, University of Helsinki, FIN-00014 Helsinki, Finland. #Name Mikael Bjorklund #Name Eveliina Ihanus #Name Carl G Gahmberg #Name Erkki Koivunen #Reference 12824186"
AADW,"#Name David Enshell-Seijffers #Affiliation Department of Cell Research and Immunology, George S. Wise Faculty of Life Sciences, Tel Aviv University, Tel Aviv, Israel. #Name Dmitri Denisov #Name Bella Groisman #Name Larisa Smelyanski #Name Ronit Meyuhas #Name Gideon Gross #Name Galina Denisova #Name Jonathan M Gershoni #Reference 14596802"
AADX,"#Name Kyoko Tajima #Affiliation Laboratory of Molecular Medicine, Department of Integrated Biosciences, Graduate School of Frontier Sciences, University of Tokyo, Kashiwa, Chiba 277-8562, Japan. #Name Naoki Matsumoto #Name Kazuji Ohmori #Name Haruka Wada #Name Masayuki Ito #Name Kazuhiro Suzuki #Name Kazuo Yamamoto #Reference 14978012"
AADY,"#Name V Lauvrak #Affiliation Department of Molecular Biosciences, University of Oslo, Norway. vigdis.lauvrak@bio.uio.no #Name G Berntzen #Name U Heggelund #Name T K Herstad #Name R H Sandin #Name R Dalseg #Name E Rosenqvist #Name I Sandlie #Name T E Michaelsen #Reference 15049781"
AADZ,"#Name Mikael Björklund #Affiliation Department of Biological and Environmental Sciences, Viikinkaari 5D, Viikki Biocenter. #Name Pia Heikkilä #Name Erkki Koivunen #Reference 15123665"
AAEA,"#Name Lian-Fei Tang #Affiliation Department of Parasitology, Central South University Xiangya School of Medicine, Changsha 410078, China. #Name Xin-Yuan Yi #Name Xian-Fang Zeng #Name Lin-Qian Wang #Name Shun-Ke Zhang #Reference 15202505"
AAEB,"#Name S G Abbasova #Affiliation Affiliated Department of M. M. Shemyakin and Yu. A. Ovchinnikov Institute of Organic Biochemistry, Russian Academy of Sciences, Moscow. svetlanaabbasova@rambler.ru #Name Zh M Shcheprova #Name A G Laman #Name A O Shepelyakovskaya #Name L K Baidakova #Name I L Rodionov #Name N E Kushlinskii #Reference 18642701"
AAEC,"#Name Silvia Giovedì #Affiliation Department of Experimental Medicine, Section of Human Physiology, University of Genova, Via Benedetto XV, 16132, Italy. #Name Paola Vaccaro #Name Flavia Valtorta #Name François Darchen #Name Paul Greengard #Name Gianni Cesareni #Name Fabio Benfenati #Reference 15265865"
AAED,"#Name Elizabeth Bolesta #Affiliation Department of Immunology, Roswell Park Cancer Institute, Elm and Carlton Streets, Buffalo, NY 14263, USA. #Name Aleksandra Kowalczyk #Name Andrzej Wierzbicki #Name Piotr Rotkiewicz #Name Barbara Bambach #Name Chun-Yen Tsao #Name Irena Horwacik #Name Andrzej Kolinski #Name Hanna Rokita #Name Martin Brecher #Name Xinhui Wang #Name Soldano Ferrone #Name Danuta Kozbor #Reference 15833876"
AAEE,"#Name Daniel J Kenan #Affiliation Department of Pathology, Duke University Medical Center, Durham, North Carolina 27710, USA. kenan001@mc.duke.edu #Name Elisabeth B Walsh #Name Steven R Meyers #Name George A O'Toole #Name Erin G Carruthers #Name Woo K Lee #Name Stefan Zauscher #Name Carla A H Prata #Name Mark W Grinstaff #Reference 16873017"
AAEF,"#Name Wen-Jen Yang #Affiliation Department of Life Science and Institute of Biotechnology, National Dong-Hwa University, Hualien, 974 Taiwan, ROC. #Name Jen-Feng Lai #Name Kou-Cheng Peng #Name Huey-Jenn Chiang #Name Chun-Nan Weng #Name David Shiuan #Reference 16054642"
AAEG,"#Name Sabine André #Affiliation Institute of Physiological Chemistry, Faculty of Veterinary Medicine, Ludwig-Maximilians University, Veterinärstr. 13, 80539 München, Germany. #Name Christopher J Arnusch #Name Ichiro Kuwabara #Name Roland Russwurm #Name Herbert Kaltner #Name Hans-Joachim Gabius #Name Roland J Pieters #Reference 15598577"
AAEH,"#Name Rodney P Guttmann #Affiliation Department of Physiology, University of Kentucky, Lexington, KY 40536, USA. rodneyg@uky.edu #Name George A Day #Name Xiaohong Wang #Name Kara A Bottiggi #Reference 15979564"
AAEI,"#Name Meng Yu #Affiliation CSIRO Livestock Industries, Australian Animal Health Laboratory, Private Bag 24, Geelong,Victoria 3220, Australia. #Name Weiguang Zeng #Name Joanne Pagnon #Name John Walker #Name Souravi Ghosh #Name Lin-Fa Wang #Name David C Jackson #Reference 15927323"
AAEJ,"#Name Scott C Meyer #Affiliation Department of Chemistry, University of Arizona, Tucson, AZ 85721, USA. #Name Thomas Gaj #Name Indraneel Ghosh #Reference 16923020"
AAEK,"#Name Rongdej Tungtrakanpoung #Affiliation Faculty of Tropical Medicine, Mahidol University, Bangkok, Thailand. #Name Pannamthip Pitaksajjakul #Name Narisorn Na-Ngarm #Name Wanpen Chaicumpa #Name Pattama Ekpo #Name Patcharin Saengjaruk #Name Gunnar Froman #Name Pongrama Ramasoota #Reference 16581206"
AAEL,"#Name Ayelet Barenholz #Affiliation Department of Clinical Microbiology, The Faculty of Medicine of the Hebrew University of Jerusalem, Jerusalem, Israel. ayeletba@ekmd.huji.ac.il #Name Avi-Hai Hovav #Name Yolanta Fishman #Name Galia Rahav #Name Jonathan M Gershoni #Name Hervé Bercovier #Reference 17446277"
AAEM,"#Name Guang Yang #Affiliation Beijing Institute of Basic Medical Sciences, Beijing 100850, China. yanggg@hotmail.com #Name Yaping Gao #Name Jie Dong #Name Yanning Xue #Name Ming Fan #Name Beifen Shen #Name Chuan Liu #Name Ningsheng Shao #Reference 16359760"
AAEN,"#Name Marita Scealy #Affiliation Department of Biochemistry and Molecular Biology, Monash University, Wellington Rd, Clayton, Vic. 3800, Australia. #Name Ian R Mackay #Name Merrill J Rowley #Reference 16360019"
AAEO,"#Name Meng Li #Affiliation Biotechnology Center of The Fourth Military Medical University, 17 Changle West Road, 710032 Xi'an, PR China. #Name Zhen Yan #Name Wei Han #Name Yingqi Zhang #Reference 16814270"
AAEP,"#Name Yoshiko Miura #Affiliation Department of Molecular Design and Engineering, Graduate School of Engineering, Nagoya University, Chikusa-ku, Nagoya 464-8603, Japan. miuray@jaist.ac.jp #Name Akio Sakaki #Name Masamichi Kamihira #Name Shinji Iijima #Name Kazukiyo Kobayashi #Reference 16713681"
AAEQ,"#Name Jing-He Huang #Affiliation Laboratory of Immunology, Department of Biology, Tsinghua University, Protein Science Laboratory of the Ministry of Education, Beijing 100084, PR China. #Name Zu-Qiang Liu #Name Shuwen Liu #Name Shibo Jiang #Name Ying-Hua Chen #Reference 16904109"
AAER,"#Name Daniel J Kenan #Affiliation Duke University Medical Center, Department of Medicine (Neurology) and Deane Laboratory, Durham, North Carolina, USA. #Name Warren J Strittmatter #Name James R Burke #Reference 17046401"
AAES,"#Name Catherine Paradis-Bleau #Affiliation CREFSIP, Département de Biologie Médicale, Faculté de Médecine, Université Laval, Sainte-Foy, Québec, Canada G1K 7P4. cparadis@rsvs.ulval.ca #Name Mélanie Beaumont #Name Lydia Boudreault #Name Adrian Lloyd #Name François Sanschagrin #Name Timothy D H Bugg #Name Roger C Levesque #Reference 16517013"
AAET,"#Name Thais Federici #Affiliation Department of Neuroscience and Center for Neurological Restoration, Cleveland Clinic, 9500 Euclid Ave, Cleveland, OH, 44195, USA. federit@ccf.org #Name James K Liu #Name Qingshan Teng #Name Mary Garrity-Moses #Name Jun Yang #Name Nicholas M Boulis #Reference 16882546"
AAEU,"#Name Shengjuan Hu #Affiliation State Key Laboratory of GI Cancer Biology, Xijing Hospital, Fourth Military Medical University, Xi'an, Shanxi Province 710032, PR China. #Name Xinning Guo #Name Huahong Xie #Name Yulei Du #Name Yanglin Pan #Name Yongquan Shi #Name Jun Wang #Name Liu Hong #Name Shuang Han #Name Dongtao Zhang #Name Dawei Huang #Name Kedong Zhang #Name Feihu Bai #Name Haiping Jiang #Name Huihong Zhai #Name Yongzhan Nie #Name Kaichun Wu #Name Daiming Fan #Reference 16458253"
AAEV,"#Name Christoph Frick #Affiliation Department of Nephrology and Hypertension, Department of Clinical Research,University of Berne, Berne, Switzerland. #Name Alex Odermatt #Name Ke Zen #Name Kenneth J Mandell #Name Heather Edens #Name Reto Portmann #Name Luca Mazzucchelli #Name David L Jaye #Name Charles A Parkos #Reference 16252253"
AAEW,"#Name Christopher D Pond #Affiliation Department of Pharmacology and Toxicology, University of Utah, 30 South 2000 East Room 201, Salt Lake City, UT 84112, USA. #Name Kathryn M Marshall #Name Louis R Barrows #Reference 16546989"
AAEX,"#Name Saleem Basha #Affiliation The Howard P. Isermann Department of Chemical and Biological Engineering, Rensselaer Polytechnic Institute, 110 Eighth Street, Troy, NY 12180, USA. #Name Prakash Rai #Name Vincent Poon #Name Arundhati Saraph #Name Kunal Gujraty #Name Mandy Y Go #Name Skanda Sadacharan #Name Mia Frost #Name Jeremy Mogridge #Name Ravi S Kane #Reference 16938891"
AAEY,"#Name Yong-Qiang Jiang #Affiliation National Laboratory of Protein Engineering and Plant Genetic Engineering, College of Life Science, Peking University, Beijing, China. #Name Hai-Rong Wang #Name Han-Ping Li #Name Huai-Jie Hao #Name Yu-Ling Zheng #Name Jun Gu #Reference 16953561"
AAEZ,"#Name Keiko Eda #Affiliation Department of Biology, University of California, Riverside, California 92521, USA. #Name Shigetoshi Eda #Name Irwin W Sherman #Reference 15306709"
AAFA,"#Name Sharon L Bishop-Hurley #Affiliation CSIRO Livestock Industries, Rockhampton, Queensland, Australia. #Name Francis J Schmidt #Name Alice L Erwin #Name Arnold L Smith #Reference 15980377"
AAFB,"#Name Rajesh K Naz #Affiliation Division of Research, Department of Obstetrics and Gynecology, Health Education Building, Medical College of Ohio, Toledo, Ohio, USA. Rnaz@hsc.wvu.edu #Reference 15895468"
AAFC,"#Name Makoto Ozawa #Affiliation Laboratory of Infectious Diseases, Department of Disease Control, Graduate School of Veterinary Medicine, Hokkaido University, Sapporo, Japan. #Name Kazuhiko Ohashi #Name Misao Onuma #Reference 16397382"
AAFD,"#Name Catherine Ferrieu-Weisbuch #Affiliation Unité Mixte de Recherche UMR 2714 CNRS-bioMérieux, IFR 128 BioSciences Lyon Gerland, 21 avenue Tony Garnier, 69365 Lyon Cedex 07, France. #Name Florence Bettsworth #Name Laurence Becquart #Name Glaucia Paranhos-Baccala #Name Sandrine Michel #Name Michel Arnaud #Name Colette Jolivet-Reynaud #Reference 16183141"
AAFE,"#Name Bing Du #Affiliation School of Life Sciences, East China Normal University, Shanghai, PR China. #Name Min Qian #Name Zhongliang Zhou #Name Peng Wang #Name Lei Wang #Name Xiaoping Zhang #Name Miao Wu #Name Ping Zhang #Name Bing Mei #Reference 16598852"
AAFF,"#Name Rodney K Chan #Affiliation From the Department of Surgery, Brigham and Women's Hospital, Harvard Medical School, Boston. #Name Nicola Verna #Name Jalil Afnan #Name Ming Zhang #Name Shahrul Ibrahim #Name Michael C Carroll #Name Francis D Moore #Reference 16455333"
AAFG,"#Name Priscilla Chan #Affiliation Department of Chemistry and Materials Science, Biosecurity and Nanosciences Laboratory, Lawrence Livermore National Laboratory, University of California, Livermore, CA 94551, USA. #Name Tiffany Phan #Name Michael C Kao #Name Cheryl Dolan #Name Jeffrey B-H Tok #Reference 16934463"
AAFH,"#Name David M Carter #Affiliation Department of Microbiology and Immunology, McGill University, 3775 University Street, Montreal, Que., Canada H3A 2B4. #Name Jean-Nicolas Gagnon #Name Moussab Damlaj #Name Suneeta Mandava #Name Lee Makowski #Name Diane J Rodi #Name Peter D Pawelek #Name James W Coulton #Reference 16414071"
AAFI,"#Name Piero Bellofiore #Affiliation Tecnogen S.C.p.A., Località La Fagianeria, 81015 Piana di Monte Verna, Italy. #Name Fiorella Petronzelli #Name Tiziana De Martino #Name Olga Minenkova #Name Valentina Bombardi #Name Anna Maria Anastasi #Name Ragnar Lindstedt #Name Franco Felici #Name Rita De Santis #Name Antonio Verdoliva #Reference 16414054"
AAFJ,"#Name S W Zhao #Affiliation Department of Biochemistry, State Key Laboratory of Pharmaceutical Biotechnology, Nanjing University, Nanjing 210093, People's Republic of China. #Name P P Shen #Name Y Zhou #Name Y Wei #Name X B Xin #Name Z C Hua #Reference 15788194"
AAFK,"#Name Wei Zhang #Affiliation Arthritis and Immunology Program, Oklahoma Medical Research Foundation, 825 Northeast 13th Street, Oklahoma City, OK 73104, USA. #Name Morris Reichlin #Reference 16290070"
AAFL,"#Name Stephen J White #Affiliation Bristol Heart Institute, University of Bristol, Level 7 Bristol Royal Infirmary, Bristol BS2 8HW, UK. steve.white@bris.ac.uk #Name Rachel E Simmonds #Name David A Lane #Name Andrew H Baker #Reference 15949645"
AAFM,"#Name Luisa E Fernández #Affiliation Instituto de Biotecnología, Universidad Nacional Autónoma de México, Apdo. Postal 510-3, Cuernavaca 62250, Morelos, Mexico. #Name Claudia Pérez #Name Lorenzo Segovia #Name Mario H Rodríguez #Name Sarjeet S Gill #Name Alejandra Bravo #Name Mario Soberón #Reference 15963509"
AAFN,"#Name Elisabeth Förster-Waldl #Affiliation Department of Pediatrics and Juvenile Medicine, Medical University of Vienna, Austria. #Name Angelika B Riemer #Name Anna Katharina Dehof #Name Dirk Neumann #Name Kira Brämswig #Name George Boltz-Nitulescu #Name Hubert Pehamberger #Name Christoph C Zielinski #Name Otto Scheiner #Name Arnold Pollak #Name Holger Lode #Name Erika Jensen-Jarolim #Reference 15589320"
AAFO,"#Name Britta Hardy #Affiliation Felsenstein Medical Research Center, Tel Aviv University School of Medicine, Rabin Medical Center, Beilinson Campus, Petah Tikva, Israel. bhardy@post.tau.ac.il #Name Annat Raiter #Reference 15919139"
AAFP,"#Name Canhui Huang #Affiliation Department of Radiation Oncology, The University of Michigan Medical School, Ann Arbor, MI 48109-0010, USA. #Name Xiang Y Liu #Name Alnawaz Rehemtulla #Name Theodore S Lawrence #Reference 16029812"
AAFQ,"#Name Mee Young Kim #Affiliation Department of Molecular Biology, Institute of Nanosensor and Biotechnology, Dankook University, Hannam-dong san 8, Yongsan-ku, Seoul 140-714, Republic of Korea. #Name Cheol Woo Byeon #Name Kyung Hee Hong #Name Ki Hoon Han #Name Sunjoo Jeong #Reference 15757647"
AAFR,"#Name Yun-Gon Kim #Affiliation Program in Biochemical Engineering and Biotechnology, Seoul National University, Korea. #Name Chang-Soo Lee #Name Woo-Jae Chung #Name Eun-Mi Kim #Name Dong-Sik Shin #Name Jung-Hyo Rhim #Name Yoon-Sik Lee #Name Byung-Gee Kim #Name Junho Chung #Reference 15721308"
AAFS,"#Name James K Liu #Affiliation Department of Neuroscience and Center for Neurological Restoration, NB2-126, Cleveland Clinic Foundation, 9500 Euclid Avenue, Cleveland, OH 44195, USA. #Name Qingshan Teng #Name Mary Garrity-Moses #Name Thais Federici #Name Diana Tanase #Name Michael J Imperiale #Name Nicholas M Boulis #Reference 16023583"
AAFT,"#Name Takashi Nakamura #Affiliation Faculty of Pharmaceutical Sciences, Toyama Medical and Pharmaceutical University, Toyama 930-0194, Japan. #Name Hiroshi Takasugi #Name Tomoyasu Aizawa #Name Masanobu Yoshida #Name Mineyuki Mizuguchi #Name Yoshihiro Mori #Name Hiroyuki Shinoda #Name Yoichi Hayakawa #Name Keiichi Kawano #Reference 15707681"
AAFU,"#Name M Khati #Affiliation Department of Metabolic Medicine, Imperial College School of Medicine, Hammersmith Hospital Campus, Du Cane Road, London W12 0NN, UK. #Name T S Pillay #Reference 14715298"
AAFV,"#Name D Lehmann #Affiliation Synbiotics Europe, 2 rue Alexander Fleming, 69367 Lyon cedex 07, France. #Name R Sodoyer #Name S Leterme #Reference 15530735"
AAFW,"#Name Chunling Hu #Affiliation Institute of Virology, College of Life Science, Wuhan University, Wuhan 430072, PR China. #Name Peng Zhang #Name Xin Liu #Name Yipeng Qi #Name Tingting Zou #Name Qin Xu #Reference 15033456"
AAFX,"#Name Brigitte Hantusch #Affiliation Department of Patophysiology, Medical University of Vienna, Vienna, Austria. #Name Sigurd Krieger #Name Eva Untersmayr #Name Isabella Schöll #Name Regina Knittelfelder #Name Sabine Flicker #Name Susanne Spitzauer #Name Rudolf Valenta #Name George Boltz-Nitulescu #Name Otto Scheiner #Name Erika Jensen-Jarolim #Reference 15577826"
AAFY,"#Name Woo-Hyeon Byeon #Affiliation Kangwon National University, Chuncheon, 200-701, Korea. #Name Bernard Weisblum #Reference 15135114"
AAFZ,"#Name Liselotte Brix Jensen #Affiliation Department of Pharmacology, The Danish University of Pharmaceutical Sciences, Jagtvej 160, DK 2100 Copenhagen, Denmark. #Name Erik Riise #Name Leif Kofoed Nielsen #Name Morten Dziegiel #Name Lars Fugger #Name Jan Engberg #Reference 14736416"
AAGA,"#Name Sheng T Hou #Affiliation Experimental Stroke Group, NRC Institute for Biological Sciences, National Research Council Canada, 1500 Montreal Road Labs, Bldg. M-54, Ottawa, Ont., Canada K1A 0R6. sheng.hou@nrc-cnrc.gc.ca #Name Mike Dove #Name Erica Anderson #Name Jiangbing Zhang #Name C Roger MacKenzie #Reference 15325109"
AAGB,"#Name Yoshiko Miura #Affiliation Department of Molecular Design and Engineering, Graduate School of Engineering, Nagoya University, Chikusa, Nagoya 464-8603, Japan. miuray@mol.nagoya-u.ac.jp #Name Yuuki Sasao #Name Masamichi Kamihira #Name Akio Sakaki #Name Shinji Iijima #Name Kazukiyo Kobayashi #Reference 15279884"
