Reference,Date,Author
15568679,2004 Nov,"#Name Stephane Coulon #Affiliation The Scripps Research Institute, Department of Molecular Biology, 10550 North Torrey Pines Road, La Jolla, CA 92037, USA. #Name Jean-Yves Metais #Name Martine Chartier #Name Jean-Paul Briand #Name Daniel Baty"
12824186,2003 Sep 05,"#Name Michael Stefanidakis #Affiliation Department of Biosciences, Division of Biochemistry, Viikinkaari 5, University of Helsinki, FIN-00014 Helsinki, Finland. #Name Mikael Bjorklund #Name Eveliina Ihanus #Name Carl G Gahmberg #Name Erkki Koivunen"
14596802,2003 Nov 14,"#Name David Enshell-Seijffers #Affiliation Department of Cell Research and Immunology, George S. Wise Faculty of Life Sciences, Tel Aviv University, Tel Aviv, Israel. #Name Dmitri Denisov #Name Bella Groisman #Name Larisa Smelyanski #Name Ronit Meyuhas #Name Gideon Gross #Name Galina Denisova #Name Jonathan M Gershoni"
14978012,2004 Mar,"#Name Kyoko Tajima #Affiliation Laboratory of Molecular Medicine, Department of Integrated Biosciences, Graduate School of Frontier Sciences, University of Tokyo, Kashiwa, Chiba 277-8562, Japan. #Name Naoki Matsumoto #Name Kazuji Ohmori #Name Haruka Wada #Name Masayuki Ito #Name Kazuhiro Suzuki #Name Kazuo Yamamoto"
15049781,2004 Apr,"#Name V Lauvrak #Affiliation Department of Molecular Biosciences, University of Oslo, Norway. vigdis.lauvrak@bio.uio.no #Name G Berntzen #Name U Heggelund #Name T K Herstad #Name R H Sandin #Name R Dalseg #Name E Rosenqvist #Name I Sandlie #Name T E Michaelsen"
15123665,2004 Jul 09,"#Name Mikael Björklund #Affiliation Department of Biological and Environmental Sciences, Viikinkaari 5D, Viikki Biocenter. #Name Pia Heikkilä #Name Erkki Koivunen"
15202505,2004 Mar,"#Name Lian-Fei Tang #Affiliation Department of Parasitology, Central South University Xiangya School of Medicine, Changsha 410078, China. #Name Xin-Yuan Yi #Name Xian-Fang Zeng #Name Lin-Qian Wang #Name Shun-Ke Zhang"
18642701,2007 Oct,"#Name S G Abbasova #Affiliation Affiliated Department of M. M. Shemyakin and Yu. A. Ovchinnikov Institute of Organic Biochemistry, Russian Academy of Sciences, Moscow. svetlanaabbasova@rambler.ru #Name Zh M Shcheprova #Name A G Laman #Name A O Shepelyakovskaya #Name L K Baidakova #Name I L Rodionov #Name N E Kushlinskii"
15265865,2004 Oct 15,"#Name Silvia Giovedì #Affiliation Department of Experimental Medicine, Section of Human Physiology, University of Genova, Via Benedetto XV, 16132, Italy. #Name Paola Vaccaro #Name Flavia Valtorta #Name François Darchen #Name Paul Greengard #Name Gianni Cesareni #Name Fabio Benfenati"
15833876,2005 Apr 15,"#Name Elizabeth Bolesta #Affiliation Department of Immunology, Roswell Park Cancer Institute, Elm and Carlton Streets, Buffalo, NY 14263, USA. #Name Aleksandra Kowalczyk #Name Andrzej Wierzbicki #Name Piotr Rotkiewicz #Name Barbara Bambach #Name Chun-Yen Tsao #Name Irena Horwacik #Name Andrzej Kolinski #Name Hanna Rokita #Name Martin Brecher #Name Xinhui Wang #Name Soldano Ferrone #Name Danuta Kozbor"
16873017,2006 Jul,"#Name Daniel J Kenan #Affiliation Department of Pathology, Duke University Medical Center, Durham, North Carolina 27710, USA. kenan001@mc.duke.edu #Name Elisabeth B Walsh #Name Steven R Meyers #Name George A O'Toole #Name Erin G Carruthers #Name Woo K Lee #Name Stefan Zauscher #Name Carla A H Prata #Name Mark W Grinstaff"
16054642,2005 Sep,"#Name Wen-Jen Yang #Affiliation Department of Life Science and Institute of Biotechnology, National Dong-Hwa University, Hualien, 974 Taiwan, ROC. #Name Jen-Feng Lai #Name Kou-Cheng Peng #Name Huey-Jenn Chiang #Name Chun-Nan Weng #Name David Shiuan"
15598577,2005 Jan 17,"#Name Sabine André #Affiliation Institute of Physiological Chemistry, Faculty of Veterinary Medicine, Ludwig-Maximilians University, Veterinärstr. 13, 80539 München, Germany. #Name Christopher J Arnusch #Name Ichiro Kuwabara #Name Roland Russwurm #Name Herbert Kaltner #Name Hans-Joachim Gabius #Name Roland J Pieters"
15979564,2005 Aug 12,"#Name Rodney P Guttmann #Affiliation Department of Physiology, University of Kentucky, Lexington, KY 40536, USA. rodneyg@uky.edu #Name George A Day #Name Xiaohong Wang #Name Kara A Bottiggi"
15927323,2005 Aug 31,"#Name Meng Yu #Affiliation CSIRO Livestock Industries, Australian Animal Health Laboratory, Private Bag 24, Geelong,Victoria 3220, Australia. #Name Weiguang Zeng #Name Joanne Pagnon #Name John Walker #Name Souravi Ghosh #Name Lin-Fa Wang #Name David C Jackson"
16923020,2006 Jul,"#Name Scott C Meyer #Affiliation Department of Chemistry, University of Arizona, Tucson, AZ 85721, USA. #Name Thomas Gaj #Name Indraneel Ghosh"
16581206,2006 Jun 15,"#Name Rongdej Tungtrakanpoung #Affiliation Faculty of Tropical Medicine, Mahidol University, Bangkok, Thailand. #Name Pannamthip Pitaksajjakul #Name Narisorn Na-Ngarm #Name Wanpen Chaicumpa #Name Pattama Ekpo #Name Patcharin Saengjaruk #Name Gunnar Froman #Name Pongrama Ramasoota"
17446277,2007 May,"#Name Ayelet Barenholz #Affiliation Department of Clinical Microbiology, The Faculty of Medicine of the Hebrew University of Jerusalem, Jerusalem, Israel. ayeletba@ekmd.huji.ac.il #Name Avi-Hai Hovav #Name Yolanta Fishman #Name Galia Rahav #Name Jonathan M Gershoni #Name Hervé Bercovier"
16359760,2006 Feb 20,"#Name Guang Yang #Affiliation Beijing Institute of Basic Medical Sciences, Beijing 100850, China. yanggg@hotmail.com #Name Yaping Gao #Name Jie Dong #Name Yanning Xue #Name Ming Fan #Name Beifen Shen #Name Chuan Liu #Name Ningsheng Shao"
16360019,2006 Feb,"#Name Marita Scealy #Affiliation Department of Biochemistry and Molecular Biology, Monash University, Wellington Rd, Clayton, Vic. 3800, Australia. #Name Ian R Mackay #Name Merrill J Rowley"
16814270,2006 Feb,"#Name Meng Li #Affiliation Biotechnology Center of The Fourth Military Medical University, 17 Changle West Road, 710032 Xi'an, PR China. #Name Zhen Yan #Name Wei Han #Name Yingqi Zhang"
16713681,2006 Jun,"#Name Yoshiko Miura #Affiliation Department of Molecular Design and Engineering, Graduate School of Engineering, Nagoya University, Chikusa-ku, Nagoya 464-8603, Japan. miuray@jaist.ac.jp #Name Akio Sakaki #Name Masamichi Kamihira #Name Shinji Iijima #Name Kazukiyo Kobayashi"
16904109,2006 Sep 04,"#Name Jing-He Huang #Affiliation Laboratory of Immunology, Department of Biology, Tsinghua University, Protein Science Laboratory of the Ministry of Education, Beijing 100084, PR China. #Name Zu-Qiang Liu #Name Shuwen Liu #Name Shibo Jiang #Name Ying-Hua Chen"
17046401,2006,"#Name Daniel J Kenan #Affiliation Duke University Medical Center, Department of Medicine (Neurology) and Deane Laboratory, Durham, North Carolina, USA. #Name Warren J Strittmatter #Name James R Burke"
16517013,2006 Jul,"#Name Catherine Paradis-Bleau #Affiliation CREFSIP, Département de Biologie Médicale, Faculté de Médecine, Université Laval, Sainte-Foy, Québec, Canada G1K 7P4. cparadis@rsvs.ulval.ca #Name Mélanie Beaumont #Name Lydia Boudreault #Name Adrian Lloyd #Name François Sanschagrin #Name Timothy D H Bugg #Name Roger C Levesque"
16882546,2006 Jun,"#Name Thais Federici #Affiliation Department of Neuroscience and Center for Neurological Restoration, Cleveland Clinic, 9500 Euclid Ave, Cleveland, OH, 44195, USA. federit@ccf.org #Name James K Liu #Name Qingshan Teng #Name Mary Garrity-Moses #Name Jun Yang #Name Nicholas M Boulis"
16458253,2006 Mar 24,"#Name Shengjuan Hu #Affiliation State Key Laboratory of GI Cancer Biology, Xijing Hospital, Fourth Military Medical University, Xi'an, Shanxi Province 710032, PR China. #Name Xinning Guo #Name Huahong Xie #Name Yulei Du #Name Yanglin Pan #Name Yongquan Shi #Name Jun Wang #Name Liu Hong #Name Shuang Han #Name Dongtao Zhang #Name Dawei Huang #Name Kedong Zhang #Name Feihu Bai #Name Haiping Jiang #Name Huihong Zhai #Name Yongzhan Nie #Name Kaichun Wu #Name Daiming Fan"
16252253,2005 Dec,"#Name Christoph Frick #Affiliation Department of Nephrology and Hypertension, Department of Clinical Research,University of Berne, Berne, Switzerland. #Name Alex Odermatt #Name Ke Zen #Name Kenneth J Mandell #Name Heather Edens #Name Reto Portmann #Name Luca Mazzucchelli #Name David L Jaye #Name Charles A Parkos"
16546989,2006 Mar,"#Name Christopher D Pond #Affiliation Department of Pharmacology and Toxicology, University of Utah, 30 South 2000 East Room 201, Salt Lake City, UT 84112, USA. #Name Kathryn M Marshall #Name Louis R Barrows"
16938891,2006 Sep 05,"#Name Saleem Basha #Affiliation The Howard P. Isermann Department of Chemical and Biological Engineering, Rensselaer Polytechnic Institute, 110 Eighth Street, Troy, NY 12180, USA. #Name Prakash Rai #Name Vincent Poon #Name Arundhati Saraph #Name Kunal Gujraty #Name Mandy Y Go #Name Skanda Sadacharan #Name Mia Frost #Name Jeremy Mogridge #Name Ravi S Kane"
16953561,2006 Apr,"#Name Yong-Qiang Jiang #Affiliation National Laboratory of Protein Engineering and Plant Genetic Engineering, College of Life Science, Peking University, Beijing, China. #Name Hai-Rong Wang #Name Han-Ping Li #Name Huai-Jie Hao #Name Yu-Ling Zheng #Name Jun Gu"
15306709,2004 Aug,"#Name Keiko Eda #Affiliation Department of Biology, University of California, Riverside, California 92521, USA. #Name Shigetoshi Eda #Name Irwin W Sherman"
15980377,2005 Jul,"#Name Sharon L Bishop-Hurley #Affiliation CSIRO Livestock Industries, Rockhampton, Queensland, Australia. #Name Francis J Schmidt #Name Alice L Erwin #Name Arnold L Smith"
15895468,2005 Sep,"#Name Rajesh K Naz #Affiliation Division of Research, Department of Obstetrics and Gynecology, Health Education Building, Medical College of Ohio, Toledo, Ohio, USA. Rnaz@hsc.wvu.edu"
16397382,2005 Dec,"#Name Makoto Ozawa #Affiliation Laboratory of Infectious Diseases, Department of Disease Control, Graduate School of Veterinary Medicine, Hokkaido University, Sapporo, Japan. #Name Kazuhiko Ohashi #Name Misao Onuma"
16183141,2006 Feb,"#Name Catherine Ferrieu-Weisbuch #Affiliation Unité Mixte de Recherche UMR 2714 CNRS-bioMérieux, IFR 128 BioSciences Lyon Gerland, 21 avenue Tony Garnier, 69365 Lyon Cedex 07, France. #Name Florence Bettsworth #Name Laurence Becquart #Name Glaucia Paranhos-Baccala #Name Sandrine Michel #Name Michel Arnaud #Name Colette Jolivet-Reynaud"
16598852,2006 Apr 14,"#Name Bing Du #Affiliation School of Life Sciences, East China Normal University, Shanghai, PR China. #Name Min Qian #Name Zhongliang Zhou #Name Peng Wang #Name Lei Wang #Name Xiaoping Zhang #Name Miao Wu #Name Ping Zhang #Name Bing Mei"
16455333,2006 Feb,"#Name Rodney K Chan #Affiliation From the Department of Surgery, Brigham and Women's Hospital, Harvard Medical School, Boston. #Name Nicola Verna #Name Jalil Afnan #Name Ming Zhang #Name Shahrul Ibrahim #Name Michael C Carroll #Name Francis D Moore"
16934463,2006 Oct 15,"#Name Priscilla Chan #Affiliation Department of Chemistry and Materials Science, Biosecurity and Nanosciences Laboratory, Lawrence Livermore National Laboratory, University of California, Livermore, CA 94551, USA. #Name Tiffany Phan #Name Michael C Kao #Name Cheryl Dolan #Name Jeffrey B-H Tok"
16414071,2006 Mar 17,"#Name David M Carter #Affiliation Department of Microbiology and Immunology, McGill University, 3775 University Street, Montreal, Que., Canada H3A 2B4. #Name Jean-Nicolas Gagnon #Name Moussab Damlaj #Name Suneeta Mandava #Name Lee Makowski #Name Diane J Rodi #Name Peter D Pawelek #Name James W Coulton"
16414054,2006 Feb 24,"#Name Piero Bellofiore #Affiliation Tecnogen S.C.p.A., Località La Fagianeria, 81015 Piana di Monte Verna, Italy. #Name Fiorella Petronzelli #Name Tiziana De Martino #Name Olga Minenkova #Name Valentina Bombardi #Name Anna Maria Anastasi #Name Ragnar Lindstedt #Name Franco Felici #Name Rita De Santis #Name Antonio Verdoliva"
15788194,2005 May,"#Name S W Zhao #Affiliation Department of Biochemistry, State Key Laboratory of Pharmaceutical Biotechnology, Nanjing University, Nanjing 210093, People's Republic of China. #Name P P Shen #Name Y Zhou #Name Y Wei #Name X B Xin #Name Z C Hua"
16290070,2005 Dec,"#Name Wei Zhang #Affiliation Arthritis and Immunology Program, Oklahoma Medical Research Foundation, 825 Northeast 13th Street, Oklahoma City, OK 73104, USA. #Name Morris Reichlin"
15949645,2005 Jul,"#Name Stephen J White #Affiliation Bristol Heart Institute, University of Bristol, Level 7 Bristol Royal Infirmary, Bristol BS2 8HW, UK. steve.white@bris.ac.uk #Name Rachel E Simmonds #Name David A Lane #Name Andrew H Baker"
15963509,2005 Jul 04,"#Name Luisa E Fernández #Affiliation Instituto de Biotecnología, Universidad Nacional Autónoma de México, Apdo. Postal 510-3, Cuernavaca 62250, Morelos, Mexico. #Name Claudia Pérez #Name Lorenzo Segovia #Name Mario H Rodríguez #Name Sarjeet S Gill #Name Alejandra Bravo #Name Mario Soberón"
15589320,2005 Feb,"#Name Elisabeth Förster-Waldl #Affiliation Department of Pediatrics and Juvenile Medicine, Medical University of Vienna, Austria. #Name Angelika B Riemer #Name Anna Katharina Dehof #Name Dirk Neumann #Name Kira Brämswig #Name George Boltz-Nitulescu #Name Hubert Pehamberger #Name Christoph C Zielinski #Name Otto Scheiner #Name Arnold Pollak #Name Holger Lode #Name Erika Jensen-Jarolim"
15919139,2005 Jul 29,"#Name Britta Hardy #Affiliation Felsenstein Medical Research Center, Tel Aviv University School of Medicine, Rabin Medical Center, Beilinson Campus, Petah Tikva, Israel. bhardy@post.tau.ac.il #Name Annat Raiter"
16029812,2005 Aug 01,"#Name Canhui Huang #Affiliation Department of Radiation Oncology, The University of Michigan Medical School, Ann Arbor, MI 48109-0010, USA. #Name Xiang Y Liu #Name Alnawaz Rehemtulla #Name Theodore S Lawrence"
15757647,2005 Mar 14,"#Name Mee Young Kim #Affiliation Department of Molecular Biology, Institute of Nanosensor and Biotechnology, Dankook University, Hannam-dong san 8, Yongsan-ku, Seoul 140-714, Republic of Korea. #Name Cheol Woo Byeon #Name Kyung Hee Hong #Name Ki Hoon Han #Name Sunjoo Jeong"
15721308,2005 Apr 01,"#Name Yun-Gon Kim #Affiliation Program in Biochemical Engineering and Biotechnology, Seoul National University, Korea. #Name Chang-Soo Lee #Name Woo-Jae Chung #Name Eun-Mi Kim #Name Dong-Sik Shin #Name Jung-Hyo Rhim #Name Yoon-Sik Lee #Name Byung-Gee Kim #Name Junho Chung"
16023583,2005 Aug,"#Name James K Liu #Affiliation Department of Neuroscience and Center for Neurological Restoration, NB2-126, Cleveland Clinic Foundation, 9500 Euclid Avenue, Cleveland, OH 44195, USA. #Name Qingshan Teng #Name Mary Garrity-Moses #Name Thais Federici #Name Diana Tanase #Name Michael J Imperiale #Name Nicholas M Boulis"
15707681,2005 Mar 30,"#Name Takashi Nakamura #Affiliation Faculty of Pharmaceutical Sciences, Toyama Medical and Pharmaceutical University, Toyama 930-0194, Japan. #Name Hiroshi Takasugi #Name Tomoyasu Aizawa #Name Masanobu Yoshida #Name Mineyuki Mizuguchi #Name Yoshihiro Mori #Name Hiroyuki Shinoda #Name Yoichi Hayakawa #Name Keiichi Kawano"
14715298,2004 Feb 01,"#Name M Khati #Affiliation Department of Metabolic Medicine, Imperial College School of Medicine, Hammersmith Hospital Campus, Du Cane Road, London W12 0NN, UK. #Name T S Pillay"
15530735,2004 Nov 30,"#Name D Lehmann #Affiliation Synbiotics Europe, 2 rue Alexander Fleming, 69367 Lyon cedex 07, France. #Name R Sodoyer #Name S Leterme"
15033456,2004 Apr 09,"#Name Chunling Hu #Affiliation Institute of Virology, College of Life Science, Wuhan University, Wuhan 430072, PR China. #Name Peng Zhang #Name Xin Liu #Name Yipeng Qi #Name Tingting Zou #Name Qin Xu"
15577826,2004 Dec,"#Name Brigitte Hantusch #Affiliation Department of Patophysiology, Medical University of Vienna, Vienna, Austria. #Name Sigurd Krieger #Name Eva Untersmayr #Name Isabella Schöll #Name Regina Knittelfelder #Name Sabine Flicker #Name Susanne Spitzauer #Name Rudolf Valenta #Name George Boltz-Nitulescu #Name Otto Scheiner #Name Erika Jensen-Jarolim"
15135114,2004 Jun 15,"#Name Woo-Hyeon Byeon #Affiliation Kangwon National University, Chuncheon, 200-701, Korea. #Name Bernard Weisblum"
14736416,2004 Jan,"#Name Liselotte Brix Jensen #Affiliation Department of Pharmacology, The Danish University of Pharmaceutical Sciences, Jagtvej 160, DK 2100 Copenhagen, Denmark. #Name Erik Riise #Name Leif Kofoed Nielsen #Name Morten Dziegiel #Name Lars Fugger #Name Jan Engberg"
15325109,2004 Sep 30,"#Name Sheng T Hou #Affiliation Experimental Stroke Group, NRC Institute for Biological Sciences, National Research Council Canada, 1500 Montreal Road Labs, Bldg. M-54, Ottawa, Ont., Canada K1A 0R6. sheng.hou@nrc-cnrc.gc.ca #Name Mike Dove #Name Erica Anderson #Name Jiangbing Zhang #Name C Roger MacKenzie"
15279884,2004 Aug 04,"#Name Yoshiko Miura #Affiliation Department of Molecular Design and Engineering, Graduate School of Engineering, Nagoya University, Chikusa, Nagoya 464-8603, Japan. miuray@mol.nagoya-u.ac.jp #Name Yuuki Sasao #Name Masamichi Kamihira #Name Akio Sakaki #Name Shinji Iijima #Name Kazukiyo Kobayashi"
15163538,2004 Jun,"#Name Yuekang Xu #Affiliation Department of Biochemistry and Molecular Biology, Box 13D, Monash University, Clayton 3800, Australia. #Name Paul A Ramsland #Name Janet M Davies #Name Marita Scealy #Name Kutty Selva Nandakumar #Name Rikard Holmdahl #Name Merrill J Rowley"
15680153,2005 Jan,"#Name Jürgen W Dieker #Affiliation Nephrology Research Laboratory, Nijmegen Center for Molecular Life Sciences and Division of Nephrology (545), University Medical Center, 6500 HB Nijmegen, The Netherlands. #Name Yong-Jiang Sun #Name Cor W Jacobs #Name Chaim Putterman #Name Marc Monestier #Name Sylviane Muller #Name Johan van der Vlag #Name Jo H Berden"
16399397,2005,"#Name Maryam H Edalat #Affiliation Department of Biochemistry, Uppsala University Biomedical Center, Sweden. #Name Bengt Mannervik"
